title,artist,top genre,year,bpm,energy,danceability,live,valence,duration,acousticness,speechiness,popularity
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,pop,2019,125,54,78,13,45,236,57,7,71
Tequila,Dan + Shay,contemporary country,2019,86,59,47,13,50,196,3,3,71
Money,Cardi B,pop,2019,130,59,95,11,22,184,1,29,70
Close Friends (Lil Baby & Gunna),Lil Baby,atl hip hop,2019,159,58,67,8,70,204,5,37,70
Trip,Ella Mai,r&b,2019,80,61,48,11,36,214,22,14,70
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,melodic rap,2019,93,66,58,11,43,189,2,30,70
One Thing Right,Marshmello,brostep,2019,88,63,66,58,44,182,6,5,70
Beautiful People (feat. Khalid),Ed Sheeran,pop,2019,93,65,64,8,55,198,12,19,70
Only Human,Jonas Brothers,boy band,2019,94,50,80,6,87,183,11,7,69
Knockin' Boots,Luke Bryan,contemporary country,2019,132,68,74,33,63,199,13,21,69
Truth Hurts,Lizzo,escape room,2019,158,62,72,12,41,173,11,11,69
Speechless,Dan + Shay,contemporary country,2019,136,44,63,24,42,213,33,3,69
Talk (feat. Disclosure),Khalid,pop,2019,136,40,90,6,35,198,5,13,68
breathin,Ariana Grande,pop,2019,100,66,57,21,36,198,2,4,68
God's Country,Blake Shelton,classic oklahoma country,2019,140,75,54,12,22,205,6,4,68
How Do You Sleep?,Sam Smith,pop,2019,166,68,56,8,36,202,15,9,67
Leave Me Alone,Flipp Dinero,melodic rap,2019,150,74,79,18,74,196,11,9,67
The Git Up,Blanco Brown,black americana,2019,98,68,85,27,81,201,7,11,67
Suge,DaBaby,hip hop,2019,75,66,88,13,84,163,6,43,66
Look What God Gave Her,Thomas Rhett,contemporary country,2019,113,85,74,18,88,169,3,3,66
The London (feat. J. Cole & Travis Scott),Young Thug,atl hip hop,2019,98,59,80,13,18,200,2,15,66
Panini,Lil Nas X,lgbtq+ hip hop,2019,154,59,70,12,48,115,34,8,66
Eyes On You,Chase Rice,contemporary country,2019,89,65,34,20,46,182,32,4,65
Shotta Flow,NLE Choppa,memphis hip hop,2019,120,43,89,10,45,160,8,55,65
"Hey Look Ma, I Made It",Panic! At The Disco,pop,2019,108,83,58,12,58,170,1,7,64
Worth It,YK Osiris,melodic rap,2019,124,53,76,8,42,189,47,6,64
Act Up,City Girls,scam rap,2019,97,64,94,11,31,158,2,19,63
MIA (feat. Drake),Bad Bunny,reggaeton,2019,97,54,82,10,16,210,1,6,63
Clout (feat. Cardi B),Offset,atl hip hop,2019,140,62,92,12,42,206,23,10,62
Cash Shit (feat. DaBaby),Megan Thee Stallion,houston rap,2019,130,64,92,9,55,193,2,42,62
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,houston rap,2019,99,81,87,21,57,199,0,16,62
Walk Me Home,P!nk,dance pop,2019,88,45,65,18,43,177,5,4,62
Envy Me,Calboy,chicago rap,2019,149,48,56,22,58,120,28,31,62
Good as You,Kane Brown,black americana,2019,154,52,63,14,77,192,40,4,61
Thotiana,Blueface,cali rap,2019,104,38,91,11,39,129,18,27,61
All To Myself,Dan + Shay,contemporary country,2019,95,78,65,14,62,170,23,3,60
Trampoline,SHAED,electropop,2019,127,41,69,7,54,184,49,3,59
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,indietronica,2019,144,76,57,39,49,183,10,6,59
Talk You Out Of It,Florida Georgia Line,contemporary country,2019,120,71,65,8,56,203,58,4,58
